enhanced_altitude_value,enhanced_altitude_units,enhanced_speed_value,enhanced_speed_units,heading_value,heading_units,id_value,id_units,position_lat_value,position_lat_units,position_long_value,position_long_units,timestamp_value,timestamp_units,timestamp_ms_value,timestamp_ms_units,unknown1_value,unknown1_units,unknown2_value,unknown2_units,unknown3_value,unknown3_units,unknown4_value,unknown4_units,unknown5_value,unknown5_units,utc_timestamp_value,utc_timestamp_units,
121.39999999999998,m,0.391,m/s,345.06,degrees,243,,578716340.0,semicircles,-854798922.0,semicircles,226.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317146.6,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,244,,578716360.6,semicircles,-854798930.0,semicircles,226.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317147.0,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,245,,578716381.0,semicircles,-854798938.2,semicircles,227.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317147.6,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,246,,578716401.0,semicircles,-854798946.4,semicircles,227.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317148.0,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,247,,578716421.0,semicircles,-854798954.4,semicircles,228.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317148.6,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,248,,578716441.6,semicircles,-854798962.6,semicircles,228.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317149.0,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,249,,578716462.0,semicircles,-854798970.6,semicircles,229.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317149.6,s,
121.39999999999998,m,0.391,m/s,345.06,degrees,250,,578716482.0,semicircles,-854798978.8,semicircles,229.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317150.0,s,
121.43999999999998,m,0.391,m/s,345.06,degrees,251,,578716502.0,semicircles,-854798987.0,semicircles,230.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317150.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,252,,578716522.4,semicircles,-854798995.0,semicircles,230.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317151.0,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,253,,578716543.0,semicircles,-854799003.2,semicircles,231.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317151.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,254,,578716563.0,semicircles,-854799011.4,semicircles,231.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317152.0,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,255,,578716583.0,semicircles,-854799019.4,semicircles,232.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317152.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,256,,578716603.4,semicircles,-854799027.6,semicircles,232.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317153.0,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,257,,578716624.0,semicircles,-854799035.8,semicircles,233.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317153.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,258,,578716644.0,semicircles,-854799044.0,semicircles,233.0,s,793.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317154.0,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,259,,578716664.0,semicircles,-854799052.0,semicircles,234.0,s,293.0,ms,348.0,,365.0,,365.0,,9999.0,,9999.0,,862317154.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,260,,578716684.6,semicircles,-854799060.2,semicircles,234.0,s,793.0,ms,347.6,,365.0,,365.0,,9999.0,,9999.0,,862317155.0,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,261,,578716705.0,semicircles,-854799068.4,semicircles,235.0,s,293.0,ms,347.0,,365.0,,365.0,,9999.0,,9999.0,,862317155.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,262,,578716725.0,semicircles,-854799076.4,semicircles,235.0,s,793.0,ms,347.0,,365.0,,365.0,,9999.0,,9999.0,,862317156.0,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,263,,578716745.0,semicircles,-854799084.6,semicircles,236.0,s,293.0,ms,347.0,,365.0,,365.0,,9999.0,,9999.0,,862317156.6,s,
121.60000000000002,m,0.391,m/s,345.06,degrees,264,,578716765.4,semicircles,-854799092.6,semicircles,236.0,s,793.0,ms,347.0,,365.0,,365.0,,9999.0,,9999.0,,862317157.0,s,
